Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
ZJ_NB_contig_4625286,GB_GCA_903820565.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp903820565,iPHoP-RF,94.7,None
ZJ_NB_contig_4625286,GB_GCA_009702925.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp009702925,iPHoP-RF,93.7,None
ZJ_NB_contig_4625286,GB_GCA_009704445.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp009704445,iPHoP-RF,93.7,None
ZJ_NB_contig_4625286,GB_GCA_903827945.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747;s__PALSA-747 sp903827945,iPHoP-RF,91.4,None
ZJ_NB_contig_4625286,GB_GCA_903907665.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747;s__PALSA-747 sp903907665,iPHoP-RF,91.1,None
ZJ_NB_contig_4625286,GB_GCA_009704505.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp009704505,iPHoP-RF,90.8,None
ZJ_NB_contig_4625286,GB_GCA_903899145.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747;s__PALSA-747 sp903899145,iPHoP-RF,90.8,None
ZJ_NB_contig_4625286,GB_GCA_903922745.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp903922745,iPHoP-RF,90.1,None
ZJ_NB_contig_4664846,GB_GCA_900770805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900770805,iPHoP-RF,93.7,None
ZJ_NB_contig_4748618,GB_GCA_014384555.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp014384555,blast,95.9,iPHoP-RF;65.80
ZJ_NB_contig_4748618,RS_GCF_000299395.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sediminis,blast,94.9,iPHoP-RF;68.90
ZJ_NB_contig_4748618,RS_GCF_013407165.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus oxyclinae,blast,94,iPHoP-RF;78.70
ZJ_NB_contig_4748618,RS_GCF_013407145.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus cobalaminigenes,blast,93.4,iPHoP-RF;65.10
ZJ_NB_contig_4748618,GB_GCA_013203245.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013203245,blast,92.9,iPHoP-RF;82.80
ZJ_NB_contig_4748618,GB_GCA_013043295.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013043295,blast,92.7,iPHoP-RF;66.30
ZJ_NB_contig_4748618,RS_GCF_014078525.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp014078525,blast,92.1,iPHoP-RF;81.10
ZJ_NB_contig_4748618,GB_GCA_003702495.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp003702495,blast,92,iPHoP-RF;79.00
ZJ_NB_contig_4748618,ZJ_WZ_bin_184,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__,blast,92,iPHoP-RF;79.80
ZJ_NB_contig_4748618,JS_YC_bin_221,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__,blast,91.4,iPHoP-RF;60.60
ZJ_NB_contig_4748618,GB_GCA_002788515.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002788515,blast,90.9,None
ZJ_NB_contig_491998,RS_GCF_001693415.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum soleae,iPHoP-RF,90.5,None
ZJ_NB_contig_4949830||full,RS_GCF_001889045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum_A;s__Tenacibaculum_A todarodis,iPHoP-RF,95.4,None
ZJ_NB_contig_4949830||full,RS_GCF_002943715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter filamentus,iPHoP-RF,94.7,None
ZJ_NB_contig_4949830||full,RS_GCF_008124875.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum adriaticum,iPHoP-RF,94.7,None
ZJ_NB_contig_4949830||full,RS_GCF_000687935.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp000687935,iPHoP-RF,94.4,None
ZJ_NB_contig_4949830||full,GB_GCA_000981625.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp000981625,iPHoP-RF,93.1,None
ZJ_NB_contig_4949830||full,RS_GCF_001975665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter reichenbachii,iPHoP-RF,92.4,None
ZJ_NB_contig_4949830||full,SD_QD_bin_21,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,iPHoP-RF,92.4,None
ZJ_NB_contig_4949830||full,GB_GCA_002862805.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002862805,iPHoP-RF,92.1,None
ZJ_NB_contig_4949830||full,LN_DD_bin_154,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,iPHoP-RF,92.1,None
ZJ_NB_contig_4949830||full,RS_GCF_004337695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp004337695,iPHoP-RF,91.4,None
ZJ_NB_contig_4949830||full,ZJ_NB_bin_58,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,iPHoP-RF,91.4,None
ZJ_NB_contig_4949830||full,RS_GCF_002954665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter glomeratus,iPHoP-RF,90.5,None
ZJ_NB_contig_5025377,RS_GCF_002156475.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio gigantis,iPHoP-RF,95.4,None
ZJ_NB_contig_5025377,RS_GCF_002156525.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio celticus,iPHoP-RF,95.4,None
ZJ_NB_contig_5025377,RS_GCF_002875705.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002875705,iPHoP-RF,95.4,None
ZJ_NB_contig_5025377,RS_GCF_000272105.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus_I,iPHoP-RF,94.7,None
ZJ_NB_contig_5025377,RS_GCF_001557875.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus_F,iPHoP-RF,94.7,None
ZJ_NB_contig_5025377,RS_GCF_002156455.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri,iPHoP-RF,94.7,None
ZJ_NB_contig_5025377,RS_GCF_000316985.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000316985,iPHoP-RF,94.4,None
ZJ_NB_contig_5025377,RS_GCF_001048535.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae,iPHoP-RF,90.5,None
ZJ_NB_contig_5035473,GB_GCA_003213455.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp003213455,iPHoP-RF,91.1,None
ZJ_NB_contig_5035473,GB_GCA_002684055.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp002684055,iPHoP-RF,90.5,None
ZJ_NB_contig_5035473,GB_GCA_004321845.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112;s__TMED112 sp004321845,iPHoP-RF,90.5,None
ZJ_NB_contig_5053891,GB_GCA_002725955.1,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__GCA-2725955;s__GCA-2725955 sp002725955,blast,93.5,None
ZJ_NB_contig_5141475,GB_GCA_002170735.1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED198;g__TMED198;s__TMED198 sp002170735,blast,93.8,None
ZJ_NB_contig_5208598||full,GB_GCA_003820635.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp003820635,blast,95.4,None
ZJ_NB_contig_5253001||full,JS_LYG_bin_136,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,blast,92.6,iPHoP-RF;65.30
ZJ_NB_contig_5288940||full,ZJ_WZ_bin_199,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__;s__,blast,92.4,None
ZJ_NB_contig_5288940||full,SD_DY_bin_322,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__;s__,blast,91.8,None
ZJ_NB_contig_5332269||full,RS_GCF_007827465.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp007827465,iPHoP-RF,90.5,None
ZJ_NB_contig_5382082||full,JS_YC_bin_41,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__;f__;g__;s__,blast,94.5,iPHoP-RF;56.20
ZJ_NB_contig_5420424,RS_GCF_012910715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga sp012910715,iPHoP-RF,96.1,None
ZJ_NB_contig_5420424,RS_GCF_000789235.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A ichthyoenteri,iPHoP-RF,94.4,None
ZJ_NB_contig_5420424,RS_GCF_900129745.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella jejuensis,iPHoP-RF,93.4,None
ZJ_NB_contig_5429611,GB_GCA_002335865.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865,blast,93.3,iPHoP-RF;72.60
ZJ_NB_contig_5430917,RS_GCF_011299095.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Jeotgalibaca;s__Jeotgalibaca porci,iPHoP-RF,90.1,None
ZJ_NB_contig_5548846,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,91.4,iPHoP-RF;77.80
ZJ_NB_contig_5793877,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,96.4,iPHoP-RF;81.10
ZJ_NB_contig_5852215,GB_GCA_002725495.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002725495,blast,92.9,iPHoP-RF;61.10
ZJ_NB_contig_5924572||full,JS_YC_bin_101,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,blast,92,iPHoP-RF;50.70
ZJ_NB_contig_5924572||full,RS_GCF_008065115.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Ga0077529;g__Bythopirellula;s__Bythopirellula goksoyri,blast,91.8,iPHoP-RF;73.70
ZJ_NB_contig_5931531,RS_GCF_000368965.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus,iPHoP-RF,92.8,None
ZJ_NB_contig_5931531,RS_GCF_000399665.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_B,iPHoP-RF,92.8,None
ZJ_NB_contig_5931531,RS_GCF_900520355.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_C,iPHoP-RF,92.8,None
ZJ_NB_contig_5931531,RS_GCF_000369045.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii,iPHoP-RF,91.8,None
ZJ_NB_contig_5931531,RS_GCF_000368085.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis,iPHoP-RF,91.4,None
ZJ_NB_contig_5931531,RS_GCF_000368065.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter seifertii,iPHoP-RF,90.1,None
ZJ_NB_contig_5980599,RS_GCF_002902325.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis,iPHoP-RF,90.8,None
ZJ_NB_contig_6032787||full,JS_YC_bin_125,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__,iPHoP-RF,92.8,None
ZJ_NB_contig_6032787||full,GB_GCA_009937615.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__JAACFB01 sp009937615,iPHoP-RF,91.8,None
ZJ_NB_contig_6032787||full,GD_ST_bin_33,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,iPHoP-RF,91.4,None
ZJ_NB_contig_6032787||full,LN_DD_bin_167,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__,iPHoP-RF,91.4,None
ZJ_NB_contig_6083965||full,RS_GCF_001542905.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum aethiopicum,iPHoP-RF,94.7,None
ZJ_NB_contig_6083965||full,RS_GCF_003697845.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp003697845,iPHoP-RF,94.1,None
ZJ_NB_contig_6083965||full,RS_GCF_900113615.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum aquaticum,iPHoP-RF,93.7,None
ZJ_NB_contig_6083965||full,RS_GCF_003287355.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp003287355,iPHoP-RF,93.4,None
ZJ_NB_contig_6083965||full,RS_GCF_900182635.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum cibi,iPHoP-RF,93.1,None
ZJ_NB_contig_6083965||full,RS_GCF_002252985.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum halodurans,iPHoP-RF,92.8,None
ZJ_NB_contig_6083965||full,RS_GCF_000337915.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum saccharovorum,iPHoP-RF,92.4,None
ZJ_NB_contig_6083965||full,RS_GCF_000337355.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum kocurii,iPHoP-RF,91.4,None
ZJ_NB_contig_6083965||full,RS_GCF_004114375.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp004114375,iPHoP-RF,90.1,None
ZJ_NB_contig_6083965||full,RS_GCF_007671725.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum depositum,iPHoP-RF,90.1,None
ZJ_NB_contig_6104976||full,RS_GCF_000425025.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus castoreus,iPHoP-RF,91.8,None
ZJ_NB_contig_6104976||full,RS_GCF_000423745.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus plurextorum,iPHoP-RF,90.1,None
ZJ_NB_contig_6104976||full,RS_GCF_902729355.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp902729355,iPHoP-RF,90.1,None
ZJ_NB_contig_6212426||full,SD_DY_bin_82,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__,blast,92.2,iPHoP-RF;77.50
ZJ_NB_contig_6253835||full,RS_GCF_007748115.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella volcania,blast,93.8,iPHoP-RF;86.00
ZJ_NB_contig_6275039,GB_GCA_004195325.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__Izemoplasma_B sp004195325,iPHoP-RF,94.4,None
ZJ_NB_contig_6275039,RS_GCF_000755705.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__Izemoplasma_B sp000755705,iPHoP-RF,93.7,None
ZJ_NB_contig_6293434||full,SD_QD_bin_44,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__,blast,93.9,iPHoP-RF;59.00
ZJ_NB_contig_6293434||full,GB_GCA_011775625.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__JAABYT01 sp011775625,blast,93.3,iPHoP-RF;59.50
ZJ_NB_contig_6293434||full,GB_GCA_009937425.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__JAABYT01 sp009937425,blast,93,iPHoP-RF;56.20
ZJ_NB_contig_6411053,GB_GCA_002725495.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002725495,blast,94.5,iPHoP-RF;74.60
ZJ_NB_contig_6465588,GB_GCA_002170165.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__TMED123;s__TMED123 sp002170165,blast,96.2,iPHoP-RF;53.80
ZJ_NB_contig_6513980||full,GB_GCA_002686215.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215,blast,91.3,None
ZJ_NB_contig_6627200||0_partial_1,ZJ_WZ_bin_165,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__;s__,blast,95.9,iPHoP-RF;64.80
ZJ_NB_contig_6639456,GB_GCA_002725495.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002725495,blast,93.9,iPHoP-RF;73.00
ZJ_NB_contig_6677634,ZJ_NB_bin_94,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,blast,96.8,iPHoP-RF;81.90
ZJ_NB_contig_6703483_1,GB_GCA_002335865.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865,blast,96.2,iPHoP-RF;89.20
ZJ_NB_contig_6754999,GB_GCA_001875425.1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia_B;o__MGIII;f__CG-Epi1;g__UBA102;s__UBA102 sp001875425,iPHoP-RF,90.5,None
ZJ_NB_contig_6811838||full,GB_GCA_007693845.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SKZB01;s__SKZB01 sp007693845,blast,92.5,iPHoP-RF;65.60
ZJ_NB_contig_6811838||full,GB_GCA_007135295.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SLJD01;s__SLJD01 sp007135295,blast,91.9,iPHoP-RF;56.80
ZJ_NB_contig_6852872,GB_GCA_002725955.1,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__GCA-2725955;s__GCA-2725955 sp002725955,blast,93.4,None
ZJ_NB_contig_6923896||full,RS_GCF_004346845.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella wandonensis,iPHoP-RF,93.1,None
ZJ_NB_contig_6923896||full,RS_GCF_900129745.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella jejuensis,iPHoP-RF,91.1,None
ZJ_NB_contig_6923896||full,GB_GCA_003712105.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp003712105,iPHoP-RF,90.5,None
ZJ_NB_contig_7043785,FJ_XM_bin_108,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__CK1056;s__,blast,90.6,None
ZJ_NB_contig_7062051,RS_GCF_003335675.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp003335675,iPHoP-RF,96.7,None
ZJ_NB_contig_7062051,GB_GCA_002722255.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp002722255,iPHoP-RF,96.1,None
ZJ_NB_contig_7062051,GB_GCA_003712105.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp003712105,iPHoP-RF,95.7,None
ZJ_NB_contig_7062051,RS_GCF_000828715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp000828715,iPHoP-RF,91.8,None
ZJ_NB_contig_7062051,LN_DD_bin_21,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,iPHoP-RF,90.8,None
ZJ_NB_contig_7074995||full,GB_GCA_002699555.1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002699555,blast,93.6,iPHoP-RF;64.50
ZJ_NB_contig_7077715,GB_GCA_001874155.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp001874155,iPHoP-RF,94.1,None
ZJ_NB_contig_7077715,RS_GCF_000287055.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000287055,iPHoP-RF,94.1,None
ZJ_NB_contig_7077715,RS_GCF_002873335.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002873335,iPHoP-RF,93.4,None
ZJ_NB_contig_7077715,RS_GCF_002877365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002877365,iPHoP-RF,92.8,None
ZJ_NB_contig_7077715,GB_GCA_000695745.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio madracius,iPHoP-RF,91.8,None
ZJ_NB_contig_7087624,GB_GCA_002450835.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835,iPHoP-RF,90.5,None
