contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
GX_BH_contig_31604354	5467	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5802991||full	5467	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9239188	5467	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_623825	5467	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19503276||full	5467	7	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12868843||full	5467	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19335970||full	5467	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21181514||full	5467	10	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_29107620	5466	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_24141514	5466	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21651048	5466	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_22399290||full	5465	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9586620||full	5465	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14308871	5465	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2115748	5465	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_28307169||full	5464	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_23347259	5464	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_8260053||full	5464	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_10521135	5464	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_3823212||full	5464	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8794474	5464	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22704311||full	5464	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_12520300||full	5463	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_12359941||full	5462	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_15167221||full	5462	7	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27228771	5462	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5730118	5462	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31335122	5462	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23668288||full	5462	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5090624	5462	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_22644946	5462	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3347111	5462	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_1008534||full	5461	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_572654	5461	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_10407704	5461	6	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_31183169	5461	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_31460317	5460	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_5778665	5460	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_23055107||full	5460	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_806042	5459	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_7073841	5459	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_22071514	5459	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7136940	5459	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_8426835	5459	6	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_18492456	5459	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18633677	5459	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20036942||full	5458	4	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_11827615||full_1	5458	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_14622578||full	5458	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_149820||full	5457	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14596717	5457	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_3055390	5457	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13104603	5457	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19555876	5457	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_11342075||full	5456	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_29591045||full	5456	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_20077487	5455	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_2901129	5455	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_28903852||full	5455	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8054121	5455	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13697508	5455	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_6407791	5455	12	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_382074||full	5455	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5591122	5454	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_9383590	5453	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_3181109	5453	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_22469448	5453	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_19735379||full_1	5453	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_16412049||full	5452	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_5798742	5452	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3071298	5452	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_1511564||full	5451	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18252614	5451	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20581648||full	5451	7	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_12722708||full	5451	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18239804	5451	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5382862	5451	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9608312||full	5451	7	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11292599	5451	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4845409	5451	7	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25996256	5450	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_31348800||full	5450	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2000359	5450	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_5514985	5450	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_6481256||full	5450	10	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_2608704	5450	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7326365	5449	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7921149	5449	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_10287276||full	5449	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27498156||full	5449	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5228080||full_1	5449	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21961602	5449	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_27056202||full	5448	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_15772152	5448	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_29234631||full	5448	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_13040494	5448	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26221861	5448	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1385842	5447	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7459749	5447	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14133380	5447	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_9871197	5447	6	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21094700||full	5447	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23610554	5447	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7443617	5447	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_11440375||full	5447	6	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13021447||full	5447	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_19809530||full	5446	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_16771494||full	5445	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_4753959	5445	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5879117	5445	11	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4040942	5444	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_25969682	5443	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8757761||full	5443	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_9172537	5443	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18104130||full	5443	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21122522	5443	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_16436225	5443	7	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_18457723||full	5442	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_20080715||full	5442	6	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_2517971||full	5442	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_25803258	5442	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_114773	5442	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_5171690	5441	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4497010	5441	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_4580381||full_1	5441	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_19631197	5441	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4937015||full	5441	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8895928	5441	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_23543984	5440	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_28009685||full	5440	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_146027||full	5440	5	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10667275||full_1	5440	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_17601953	5439	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_16730893	5438	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_2161943	5438	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_2768881	5438	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_34597388	5438	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_12178739||full	5438	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25154671	5438	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6546821	5438	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_750446||full_1	5438	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23275345||full	5438	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4275530	5438	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_10040473||full	5437	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_18879314	5437	10	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17724608	5437	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3642809||full	5437	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_23943184	5436	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2099850	5436	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4716675	5436	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8210597	5436	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_32206575||full	5435	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25236617||full	5435	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4957655	5435	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_31871280	5434	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5679112||full	5434	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_31234093	5434	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_18775785	5434	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_10872726	5433	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10068227	5433	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13231234||full	5433	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3647563||full	5433	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6559166	5433	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_17862514	5432	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_32069959||full	5432	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_1926278	5432	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5956332	5432	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_28800389	5432	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_3531382||full	5432	7	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9624307	5432	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1829368	5432	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_21811423	5431	11	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_24822500	5431	5	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_30808645||full	5431	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_22549810	5431	17	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13457189	5431	12	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_370709	5431	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_30397847||full	5430	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_8295124	5430	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_23200112	5430	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6792870	5430	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_5571199	5430	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_25183013	5430	17	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_16843710	5430	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19856992	5430	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_3162860_1	5430	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7307400	5430	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8202248||full	5430	3	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8680719	5430	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_25544839||full	5429	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_21529593||full	5429	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22433495	5429	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23558025	5429	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_17291218	5428	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_7970187	5428	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_18339013||full	5428	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26272799	5428	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_24979925||full	5427	3	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_24037240	5427	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_23526251||full	5427	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_8381475	5427	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_13722473	5427	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_23620333	5427	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23774971	5427	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_4344624||full	5426	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18418055	5426	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20185325	5426	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_20740240||full	5426	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_969314	5426	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_24263597	5426	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_29757721	5425	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_12808495||full	5425	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_6955702||full	5425	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20175424||full	5425	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_27040812	5425	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4106624||full	5425	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19838858||full	5425	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24252100	5425	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_8608463	5425	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6100934||full	5424	5	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6989826	5424	15	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_13701651	5423	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2326138	5423	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18811046	5423	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10980134	5422	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_18363112||full	5422	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33975709||full	5422	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_14989649||full	5422	11	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_29153159	5422	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13043522	5422	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18376030||full	5422	7	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_2434410	5421	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_30732427	5421	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23381027	5421	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_26669433||full	5421	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_8004679||full	5421	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18682695	5420	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_925165	5420	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16985327	5420	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_18426928	5420	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11376284	5420	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_17885767	5420	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22065496	5420	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_16796255	5419	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_7171463	5419	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_17795078	5419	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_5491021||full	5419	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13382041	5419	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15976868	5419	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_35342346	5418	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_22818277	5418	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21250576||full	5418	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_23881820	5418	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9522538	5418	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_17844234||full	5418	11	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_30842538	5417	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_31937671	5417	13	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_32852870	5417	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_4460322	5417	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5880494	5417	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_29103687	5417	7	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9801420	5417	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_12154695	5416	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_11838389||full	5416	3	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_30745049	5416	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_16563259	5416	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_2181710	5416	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11755221||full	5416	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_25181191||full	5416	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16579251	5416	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20444881	5416	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_33601477	5415	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_14569239	5415	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_34097333	5415	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1485478	5415	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26052392	5415	12	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_6082228||full	5415	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12050889	5415	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21845865	5415	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15850639||full	5414	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
