seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
ZJ_NB_contig_26933015	1	0.387	1	dsDNAphage	33586	9	81.8	0
ZJ_NB_contig_26933126	0.827	0.067	0.827	dsDNAphage	10189	0	22.2	0
ZJ_NB_contig_26936802	0.847	0.02	0.847	dsDNAphage	13788	0	30.4	4.3
ZJ_NB_contig_26950968	0.88	0.247	0.88	dsDNAphage	5905	0	27.3	0
ZJ_NB_contig_2696120	1	0.567	1	dsDNAphage	7567	1	88.9	0
ZJ_NB_contig_26967715	1	0.187	1	dsDNAphage	11800	5	71.4	0
ZJ_NB_contig_26969388	0.673	0.527	0.673	dsDNAphage	5033	0	50	0
ZJ_NB_contig_26971065	0.993	0.547	0.993	dsDNAphage	6195	1	75	0
ZJ_NB_contig_26971807	0.987	0.027	0.987	dsDNAphage	49278	10	58.6	7.1
ZJ_NB_contig_26974139	1	0.433	1	dsDNAphage	8316	2	88.2	0
ZJ_NB_contig_26979724	1	0.833	1	dsDNAphage	13345	4	57.1	0
ZJ_NB_contig_26988444	0.813	0.093	0.813	dsDNAphage	12075	0	38.5	0
ZJ_NB_contig_2699370	0.953	0.493	0.953	dsDNAphage	6053	0	83.3	0
ZJ_NB_contig_27000582	0.72	0.107	0.72	dsDNAphage	5004	0	11.1	0
ZJ_NB_contig_27008999	1	0.833	1	dsDNAphage	13707	1	72.7	0
ZJ_NB_contig_27009534	0.987	0.54	0.987	dsDNAphage	9894	0	76.5	0
ZJ_NB_contig_27037525	1	0.433	1	dsDNAphage	5098	2	60	0
ZJ_NB_contig_27039731	1	0.38	1	dsDNAphage	7171	1	66.7	0
ZJ_NB_contig_27040812	1	0.753	1	dsDNAphage	5425	3	71.4	0
ZJ_NB_contig_27059885||full	0.94	0.5	0.94	dsDNAphage	6052	0	83.3	0
ZJ_NB_contig_27077495	0.993	0.007	0.993	dsDNAphage	20816	2	33.3	8.4
ZJ_NB_contig_27082582	0.667	0.113	0.667	dsDNAphage	8247	0	16.7	0
ZJ_NB_contig_2715072	1	0.607	1	dsDNAphage	5196	1	66.7	0
ZJ_NB_contig_27195012||full	0.973	0.46	0.973	dsDNAphage	17043	0	25	0
ZJ_NB_contig_27199725||full	0.993	0.88	0.993	dsDNAphage	8763	0	50	0
ZJ_NB_contig_27229476||full	0.887	0.18	0.887	dsDNAphage	9360	1	28.6	0
ZJ_NB_contig_27266761||full	1	0.5	1	dsDNAphage	6207	1	80	0
ZJ_NB_contig_27278014||full	0.98	0.96	0.98	dsDNAphage	6796	0	73.3	0
ZJ_NB_contig_27287279||full	0.967	0.373	0.967	dsDNAphage	6923	0	38.5	0
ZJ_NB_contig_27298351||full	1	0.08	1	dsDNAphage	42889	6	55	0
ZJ_NB_contig_27299129	0.987	0.347	0.987	dsDNAphage	13020	1	62.5	0
ZJ_NB_contig_27313303	0.653	0.293	0.653	dsDNAphage	8543	0	33.3	0
ZJ_NB_contig_27317467	0.933	0.467	0.933	dsDNAphage	5541	0	90.9	0
ZJ_NB_contig_27318487	0.987	0.82	0.987	dsDNAphage	5204	1	80	0
ZJ_NB_contig_27342204||full	0.847	0	0.847	dsDNAphage	5951	1	42.9	14.3
ZJ_NB_contig_27369983	0.993	0.02	0.993	dsDNAphage	40162	4	24.1	5.6
ZJ_NB_contig_27378097	0.973	0.56	0.973	dsDNAphage	10037	1	40	0
ZJ_NB_contig_27390731	1	0.72	1	dsDNAphage	5074	1	83.3	0
ZJ_NB_contig_2739304	0.62	0.027	0.62	dsDNAphage	5117	0	20	10
ZJ_NB_contig_27409510	0.88	0.44	0.88	dsDNAphage	8320	0	77.8	0
ZJ_NB_contig_27421245	0.94	0.473	0.94	dsDNAphage	9442	0	33.3	0
ZJ_NB_contig_27423520||full	0.913	0.507	0.913	dsDNAphage	11125	0	85.7	0
ZJ_NB_contig_27423571||full	0.78	0	0.78	dsDNAphage	7853	1	22.2	11.1
ZJ_NB_contig_27440699	0.967	0.533	0.967	dsDNAphage	5219	0	50	0
ZJ_NB_contig_27440795	0.887	0.673	0.887	dsDNAphage	17651	0	100	0
ZJ_NB_contig_27468380	0.913	0.627	0.913	dsDNAphage	5114	0	71.4	0
ZJ_NB_contig_27479702	1	0.86	1	dsDNAphage	8411	2	100	0
ZJ_NB_contig_27498156||full	0.767	0.147	0.767	dsDNAphage	5447	0	36.4	0
ZJ_NB_contig_27522191	0.993	0.72	0.993	dsDNAphage	5964	0	88.9	0
ZJ_NB_contig_27658587||full	0.767	0.673	0.767	dsDNAphage	12866	0	81.8	0
ZJ_NB_contig_27698031||full	0.94	0.64	0.94	dsDNAphage	10051	0	88.9	0
ZJ_NB_contig_27698304||full	1	0.753	1	dsDNAphage	7253	2	85.7	0
ZJ_NB_contig_27703791||full	0.993	0.533	0.993	dsDNAphage	5592	1	85.7	0
ZJ_NB_contig_27713375||full	0.707	0.013	0.707	dsDNAphage	6552	0	28.6	0
ZJ_NB_contig_27719275	0.707	0.193	0.707	dsDNAphage	6140	0	5.9	0
ZJ_NB_contig_27725221	0.987	0.427	0.987	dsDNAphage	6411	0	81.2	0
ZJ_NB_contig_27727128	0.993	0.027	0.993	dsDNAphage	6419	5	83.3	16.7
ZJ_NB_contig_27734006	0.927	0.993	0.993	ssDNA	6913	0	100	0
ZJ_NB_contig_27737132	0.993	0.453	0.993	dsDNAphage	9009	4	64.3	0
ZJ_NB_contig_27737633||full_1	0.993	0.967	0.993	dsDNAphage	2729	2	50	0
ZJ_NB_contig_27737954||full	0.873	0.427	0.873	dsDNAphage	6530	1	22.2	0
ZJ_NB_contig_27750785	0.987	0.633	0.987	dsDNAphage	8533	0	81.2	0
ZJ_NB_contig_27753366	1	0.427	1	dsDNAphage	9652	1	44.4	0
ZJ_NB_contig_27765797	0.787	0.227	0.787	dsDNAphage	8562	0	22.2	0
ZJ_NB_contig_27771293	1	0.227	1	dsDNAphage	18139	1	33.3	0
ZJ_NB_contig_27774311	0.747	0.047	0.747	dsDNAphage	14469	0	52.6	0
ZJ_NB_contig_27787751	0.827	0.527	0.827	dsDNAphage	11710	0	78.6	0
ZJ_NB_contig_27790325	0.967	0.307	0.967	dsDNAphage	7638	0	36.4	0
ZJ_NB_contig_27802986	1	0.647	1	dsDNAphage	9544	0	42.3	0
ZJ_NB_contig_27805666||full	0.973	0.127	0.973	dsDNAphage	7323	2	15.4	0
ZJ_NB_contig_27809118	0.927	0.667	0.927	dsDNAphage	7592	0	40	0
ZJ_NB_contig_27813657	1	0.587	1	dsDNAphage	7582	1	18.8	0
ZJ_NB_contig_27830523	0.947	0.68	0.947	dsDNAphage	5745	1	50	0
ZJ_NB_contig_27839486||full	0.993	0.847	0.993	dsDNAphage	8384	5	64.3	0
ZJ_NB_contig_27846979||full	0.94	0.067	0.94	dsDNAphage	9211	4	54.5	0
ZJ_NB_contig_27861290	0.993	0.587	0.993	dsDNAphage	6480	1	50	0
ZJ_NB_contig_27876867||full	0.947	0.587	0.947	dsDNAphage	7024	1	75	0
ZJ_NB_contig_27901667||full	1	0.947	1	dsDNAphage	5077	1	25	0
ZJ_NB_contig_27929240	0.947	0.613	0.947	dsDNAphage	10510	0	84.6	0
ZJ_NB_contig_27937100||full	0.553	0.113	0.553	dsDNAphage	5562	0	25	0
ZJ_NB_contig_27938528	0.927	0.06	0.927	dsDNAphage	7392	0	33.3	6.7
ZJ_NB_contig_27939125	0.813	0.94	0.94	ssDNA	5239	0	75	0
ZJ_NB_contig_27976373||full	1	0.727	1	dsDNAphage	10588	1	76.9	0
ZJ_NB_contig_27989346||full	0.933	0.5	0.933	dsDNAphage	5159	0	100	0
ZJ_NB_contig_28005697||full	0.967	0.407	0.967	dsDNAphage	18342	0	73.3	0
ZJ_NB_contig_28080270||full	0.887	0	0.887	dsDNAphage	14837	1	46.7	40
ZJ_NB_contig_28098796||full	1	0.013	1	dsDNAphage	44835	16	49.2	1.7
ZJ_NB_contig_28100822||full	0.88	0.067	0.88	dsDNAphage	27426	0	17.1	2.4
ZJ_NB_contig_28120199	1	0.76	1	dsDNAphage	13740	1	85	0
ZJ_NB_contig_28130482	0.893	0	0.893	dsDNAphage	52752	0	24.7	4.3
ZJ_NB_contig_28135729	1	0.393	1	dsDNAphage	14610	2	80	0
ZJ_NB_contig_28142080	0.973	0	0.973	dsDNAphage	208632	12	21.9	2
ZJ_NB_contig_28158629	1	0.113	1	dsDNAphage	11909	3	31.2	6.2
ZJ_NB_contig_28165759	0.927	0.08	0.927	dsDNAphage	20807	0	30.3	0
ZJ_NB_contig_28170000	0.987	0.147	0.987	dsDNAphage	7252	1	9.1	0
ZJ_NB_contig_28190044||full	0.54	0.053	0.54	dsDNAphage	8626	0	9.1	0
ZJ_NB_contig_28207751||full	0.987	0.46	0.987	dsDNAphage	7665	2	57.1	0
ZJ_NB_contig_28219348	1	0.46	1	dsDNAphage	15483	1	87.5	0
ZJ_NB_contig_28227641||full	0.873	0.853	0.873	dsDNAphage	5062	0	57.1	0
ZJ_NB_contig_28246227	0.967	0.42	0.967	dsDNAphage	7480	0	90	0
ZJ_NB_contig_28264476||full	0.593	0	0.593	dsDNAphage	17924	1	10	5
ZJ_NB_contig_28273881	1	0.573	1	dsDNAphage	5915	1	85.7	0
ZJ_NB_contig_28286047	1	0.667	1	dsDNAphage	5753	2	100	0
ZJ_NB_contig_28286232	1	0.667	1	dsDNAphage	10372	1	85.7	0
ZJ_NB_contig_28299135||full	0.833	0.02	0.833	dsDNAphage	8008	1	25	0
ZJ_NB_contig_28300226||full	0.913	0.973	0.973	ssDNA	5015	0	80	0
ZJ_NB_contig_28349754	1	0.367	1	dsDNAphage	15330	5	100	0
ZJ_NB_contig_28366573	0.673	0.14	0.673	dsDNAphage	6619	0	33.3	0
ZJ_NB_contig_28367648	1	0.287	1	dsDNAphage	19219	4	89.3	0
ZJ_NB_contig_28413026||full	0.747	0.18	0.747	dsDNAphage	7427	0	11.8	0
ZJ_NB_contig_28428382||full	0.993	0.927	0.993	dsDNAphage	7370	0	100	0
ZJ_NB_contig_28456820||full	1	0.36	1	dsDNAphage	8125	2	19	0
ZJ_NB_contig_284704||full	1	0.793	1	dsDNAphage	13699	2	100	0
ZJ_NB_contig_28477983||full	0.993	0.02	0.993	dsDNAphage	18316	2	25	7.1
ZJ_NB_contig_28487015||full	0.987	0.153	0.987	dsDNAphage	9338	2	36.4	0
ZJ_NB_contig_28540601	0.793	0.16	0.793	dsDNAphage	8993	0	14.3	0
ZJ_NB_contig_28548551||full	1	0.047	1	dsDNAphage	21416	2	47.2	0
ZJ_NB_contig_28576061||full	0.94	0.02	0.94	dsDNAphage	5406	1	25	12.5
ZJ_NB_contig_28576194	0.98	0.493	0.98	dsDNAphage	5283	0	11.8	0
ZJ_NB_contig_28580173	0.753	0.727	0.753	dsDNAphage	11709	0	21.4	0
ZJ_NB_contig_28602858	0.92	0.167	0.92	dsDNAphage	14575	0	10.3	0
ZJ_NB_contig_28633800	1	0.48	1	dsDNAphage	17984	6	100	0
ZJ_NB_contig_28661246||full_1	0.853	0.88	0.88	ssDNA	1223	0	33.3	0
ZJ_NB_contig_28671112	0.633	0.053	0.633	dsDNAphage	7164	0	30	10
ZJ_NB_contig_28676272||full	1	0.96	1	dsDNAphage	6623	1	100	0
ZJ_NB_contig_28704993	0.833	0.767	0.833	dsDNAphage	5173	0	28.6	0
ZJ_NB_contig_28727365	0.967	0.84	0.967	dsDNAphage	5242	1	100	0
ZJ_NB_contig_28728743	0.987	0.167	0.987	dsDNAphage	7669	2	62.5	12.5
ZJ_NB_contig_28773310	0.927	0.673	0.927	dsDNAphage	9885	0	100	0
ZJ_NB_contig_28778167	1	0.24	1	dsDNAphage	10670	1	40	0
ZJ_NB_contig_28779184	0.9	0.513	0.9	dsDNAphage	6820	0	85.7	0
ZJ_NB_contig_28780696	0.92	0.513	0.92	dsDNAphage	5890	0	58.3	0
ZJ_NB_contig_28787827	0.987	0.333	0.987	dsDNAphage	9731	0	33.3	0
ZJ_NB_contig_28797012	0.84	0.147	0.84	dsDNAphage	10274	0	25	0
ZJ_NB_contig_2879982||full	0.98	0.713	0.98	dsDNAphage	6077	0	15.4	0
ZJ_NB_contig_28822356||full	0.98	0.733	0.98	dsDNAphage	6453	2	100	0
ZJ_NB_contig_28833824||full	0.913	0.173	0.913	dsDNAphage	18338	1	52.6	5.3
ZJ_NB_contig_28856172||full	0.987	0.04	0.987	dsDNAphage	16545	2	31.2	0
ZJ_NB_contig_28861623||full	0.953	0.24	0.953	dsDNAphage	6957	0	76.5	5.9
ZJ_NB_contig_28881067||full_1	0.88	0.293	0.88	dsDNAphage	3885	0	66.7	0
ZJ_NB_contig_28905745||full	1	0.027	1	dsDNAphage	41946	2	21.2	1.5
ZJ_NB_contig_28905925||full	0.887	0.133	0.887	dsDNAphage	35925	3	19.3	0
ZJ_NB_contig_28905927||full	0.993	0.167	0.993	dsDNAphage	46878	2	27.6	0
ZJ_NB_contig_28906154||full	0.993	0.007	0.993	dsDNAphage	49520	8	34.4	3.3
ZJ_NB_contig_28915099||0_partial	0.293	0.893	0.893	ssDNA	3202	1	25	0
ZJ_NB_contig_2903236	0.873	0.973	0.973	ssDNA	5457	0	100	0
ZJ_NB_contig_2905948	0.927	0.687	0.927	dsDNAphage	5655	0	83.3	0
ZJ_NB_contig_2908186	0.98	0.553	0.98	dsDNAphage	6241	0	40	0
ZJ_NB_contig_2908266	0.993	0.913	0.993	dsDNAphage	6795	1	28.6	0
ZJ_NB_contig_2911652	0.813	0.04	0.813	dsDNAphage	7078	0	28.6	7.1
ZJ_NB_contig_2913991||full	0.893	0	0.893	dsDNAphage	24688	3	28.6	14.3
ZJ_NB_contig_2931652	1	0.707	1	dsDNAphage	12422	2	100	0
ZJ_NB_contig_2935489	0.92	0.107	0.92	dsDNAphage	12715	0	11.8	0
ZJ_NB_contig_2944843	0.993	0.907	0.993	dsDNAphage	7494	2	100	0
ZJ_NB_contig_29486	0.993	0.04	0.993	dsDNAphage	11793	1	41.7	4.2
ZJ_NB_contig_2951624	0.94	0.067	0.94	dsDNAphage	13836	1	38.1	0
ZJ_NB_contig_2966012	0.993	0.24	0.993	dsDNAphage	7003	1	80	0
ZJ_NB_contig_2974875||full_1	0.453	0.72	0.72	ssDNA	2526	0	33.3	0
ZJ_NB_contig_2990694	0.987	0.38	0.987	dsDNAphage	10756	0	89.5	0
ZJ_NB_contig_2996840	0.58	0.113	0.58	dsDNAphage	9357	0	25	0
ZJ_NB_contig_3025496||full_1	0.993	0.993	0.993	dsDNAphage	3425	1	50	0
ZJ_NB_contig_3036802||full	1	0.967	1	dsDNAphage	8964	4	100	0
ZJ_NB_contig_3061786	1	0.433	1	dsDNAphage	12031	2	33.3	0
ZJ_NB_contig_3065533	1	0.407	1	dsDNAphage	10351	2	85.7	0
ZJ_NB_contig_3069632	0.987	0.753	0.987	dsDNAphage	6742	1	66.7	0
ZJ_NB_contig_3104263||full	0.847	0.027	0.847	dsDNAphage	7325	1	33.3	16.7
ZJ_NB_contig_3104903	1	0.32	1	dsDNAphage	10053	1	37.5	0
ZJ_NB_contig_3111880||full	0.787	0.253	0.787	dsDNAphage	11669	0	30.8	0
ZJ_NB_contig_3114912||full	0.987	0.013	0.987	dsDNAphage	50518	3	25.4	1.7
ZJ_NB_contig_3158607||full	0.9	0.393	0.9	dsDNAphage	7608	0	46.2	0
ZJ_NB_contig_3201457||full	0.993	0.853	0.993	dsDNAphage	5484	3	100	0
ZJ_NB_contig_3239117||full	1	0.3	1	dsDNAphage	10055	6	90	0
ZJ_NB_contig_3249650||full	1	0.333	1	dsDNAphage	12342	1	86.7	0
ZJ_NB_contig_3261548||full	1	0.273	1	dsDNAphage	9972	3	91.7	0
ZJ_NB_contig_3265395||full	0.98	0.42	0.98	dsDNAphage	5990	0	20	0
ZJ_NB_contig_3269825||full	0.813	0.013	0.813	dsDNAphage	6784	1	50	12.5
ZJ_NB_contig_3286099||full	1	0.913	1	dsDNAphage	7581	1	73.7	0
ZJ_NB_contig_3289507||full	0.707	0.16	0.707	dsDNAphage	8314	0	55.6	0
ZJ_NB_contig_3299040||full	0.947	0.22	0.947	dsDNAphage	7277	0	35.7	0
ZJ_NB_contig_3305153||0_partial	0.873	0	0.873	dsDNAphage	12531	1	36.4	18.2
ZJ_NB_contig_3321407	0.827	0.167	0.827	dsDNAphage	11078	0	25	0
ZJ_NB_contig_3329222	0.993	0.033	0.993	dsDNAphage	39852	1	43.7	2.8
ZJ_NB_contig_3337644||full	1	0.78	1	dsDNAphage	8796	4	69.2	0
ZJ_NB_contig_3344995	0.953	0.46	0.953	dsDNAphage	13374	0	89.5	0
ZJ_NB_contig_3347062	1	0.18	1	dsDNAphage	19036	5	60	0
ZJ_NB_contig_3353960	0.84	0.013	0.84	dsDNAphage	28311	0	9.5	1.6
ZJ_NB_contig_3358114	0.98	0.713	0.98	dsDNAphage	9907	1	20	0
ZJ_NB_contig_3366332	0.827	0.833	0.833	ssDNA	6020	0	87.5	0
ZJ_NB_contig_3367679||full	0.753	0.047	0.753	dsDNAphage	6360	0	6.7	0
ZJ_NB_contig_3376391	0.987	0.7	0.987	dsDNAphage	6929	6	100	0
ZJ_NB_contig_3378300	1	0.293	1	dsDNAphage	22764	3	90.5	0
ZJ_NB_contig_3385831	1	0.593	1	dsDNAphage	7352	4	100	0
ZJ_NB_contig_3386518||full_1	0.993	0.633	0.993	dsDNAphage	3950	1	44.4	0
ZJ_NB_contig_3386639	1	0.727	1	dsDNAphage	6042	1	36.4	0
ZJ_NB_contig_3390141	1	0.833	1	dsDNAphage	6029	3	87.5	0
ZJ_NB_contig_3402620	0.947	0.4	0.947	dsDNAphage	7997	0	87.5	0
ZJ_NB_contig_3412121||full	0.887	0.047	0.887	dsDNAphage	11502	0	52.6	5.3
ZJ_NB_contig_341334||full	0.927	0.453	0.927	dsDNAphage	8344	1	26.7	0
ZJ_NB_contig_3415908	0.973	0.84	0.973	dsDNAphage	7994	0	71.4	0
ZJ_NB_contig_3420055	0.78	0.113	0.78	dsDNAphage	7642	0	66.7	11.1
ZJ_NB_contig_3435110||full	0.76	0	0.76	dsDNAphage	5438	1	40	20
ZJ_NB_contig_3436050	1	0.807	1	dsDNAphage	21677	3	67.9	0
ZJ_NB_contig_3441883	0.84	0.307	0.84	dsDNAphage	5648	0	10	0
ZJ_NB_contig_3442665	0.693	0.627	0.693	dsDNAphage	8590	0	5.9	0
ZJ_NB_contig_3453610||full	0.727	0.02	0.727	dsDNAphage	6991	1	25	0
ZJ_NB_contig_34721	0.873	0.447	0.873	dsDNAphage	5408	0	50	0
ZJ_NB_contig_3491020	0.96	0.96	0.96	dsDNAphage	5536	0	16.7	0
ZJ_NB_contig_3498515	0.993	0.267	0.993	dsDNAphage	7258	0	9.1	0
ZJ_NB_contig_3526545	0.847	0.42	0.847	dsDNAphage	14241	0	6.7	0
ZJ_NB_contig_3538245	0.787	0.46	0.787	dsDNAphage	8220	0	22.2	0
ZJ_NB_contig_3543130	0.993	0.627	0.993	dsDNAphage	5980	2	25	0
ZJ_NB_contig_3547381||full_1	0.973	0.727	0.973	dsDNAphage	3247	1	20	0
ZJ_NB_contig_3550667||full	0.953	0.007	0.953	dsDNAphage	10191	1	30	10
ZJ_NB_contig_3566102	0.987	0.08	0.987	dsDNAphage	16744	5	50	0
ZJ_NB_contig_3583341||full	0.993	0.507	0.993	dsDNAphage	5507	2	33.3	0
ZJ_NB_contig_3590639||full	1	0.093	1	dsDNAphage	60435	1	72.2	0
ZJ_NB_contig_3599008||full	0.98	0.713	0.98	dsDNAphage	8612	0	100	0
ZJ_NB_contig_3615782||full	0.987	0.467	0.987	dsDNAphage	9147	1	70	0
ZJ_NB_contig_3628566||full	1	0.98	1	dsDNAphage	5488	2	100	0
ZJ_NB_contig_3680206||full	0.727	0.02	0.727	dsDNAphage	6472	1	25	0
ZJ_NB_contig_3689007||full	0.993	0.08	0.993	dsDNAphage	5986	1	37.5	0
ZJ_NB_contig_3724025	0.907	0.567	0.907	dsDNAphage	6559	0	100	0
ZJ_NB_contig_3732210	0.927	0.387	0.927	dsDNAphage	20813	0	96.3	0
ZJ_NB_contig_3732318	0.787	0	0.787	dsDNAphage	31260	1	15.4	11.5
ZJ_NB_contig_3736090||full	0.793	0.687	0.793	dsDNAphage	6569	0	31.2	0
ZJ_NB_contig_3747118	0.933	0.6	0.933	dsDNAphage	9324	0	80	0
ZJ_NB_contig_3747311||full	1	0.2	1	dsDNAphage	6329	1	33.3	0
ZJ_NB_contig_3795980||full	0.753	0.007	0.753	dsDNAphage	5503	1	40	20
ZJ_NB_contig_382074||full	0.993	0.44	0.993	dsDNAphage	5453	1	50	0
ZJ_NB_contig_3844738	1	0.473	1	dsDNAphage	5324	1	50	0
ZJ_NB_contig_3846469	1	0.613	1	dsDNAphage	5487	2	50	0
ZJ_NB_contig_3857722	1	0.94	1	dsDNAphage	5025	0	77.8	0
ZJ_NB_contig_3857991||full	1	0.107	1	dsDNAphage	10013	1	46.2	0
ZJ_NB_contig_3867553	0.78	0.447	0.78	dsDNAphage	4771	0	4.8	0
ZJ_NB_contig_3870226	0.993	0.933	0.993	dsDNAphage	5027	2	42.9	0
ZJ_NB_contig_387611||full	0.64	0.053	0.64	dsDNAphage	11680	0	27.8	0
ZJ_NB_contig_3879680	1	0.84	1	dsDNAphage	5197	1	38.5	0
ZJ_NB_contig_3952715||full	0.713	0.027	0.713	dsDNAphage	6034	1	25	0
ZJ_NB_contig_3968148||full	0.987	0.113	0.987	dsDNAphage	5073	1	11.1	0
ZJ_NB_contig_3974970||full_1	0.98	0.067	0.98	dsDNAphage	3265	1	50	0
ZJ_NB_contig_3982829||full	1	0.873	1	dsDNAphage	6008	1	63.6	0
ZJ_NB_contig_4007771||full	0.907	0.26	0.907	dsDNAphage	10167	1	50	0
ZJ_NB_contig_4026908||full	0.987	0.033	0.987	dsDNAphage	5593	1	40	10
ZJ_NB_contig_4051254||full	0.947	0.4	0.947	dsDNAphage	5381	0	10	0
ZJ_NB_contig_4052962||full	0.96	0.567	0.96	dsDNAphage	5275	1	50	0
ZJ_NB_contig_4087364||full	0.567	0.493	0.567	dsDNAphage	5392	0	33.3	0
ZJ_NB_contig_4106624||full	1	0.78	1	dsDNAphage	5422	1	83.3	0
ZJ_NB_contig_4130155||full	0.993	0.78	0.993	dsDNAphage	7673	3	83.3	0
ZJ_NB_contig_4150635	1	0.24	1	dsDNAphage	10028	3	55.6	0
ZJ_NB_contig_4151687	1	0.133	1	dsDNAphage	37109	11	89.7	0
ZJ_NB_contig_4151825	0.78	0.327	0.78	dsDNAphage	9765	0	50	0
ZJ_NB_contig_4182554	0.967	0.867	0.967	dsDNAphage	13184	0	83.3	0
ZJ_NB_contig_4187843	1	0.613	1	dsDNAphage	6683	5	62.5	0
ZJ_NB_contig_4236050	1	0.313	1	dsDNAphage	25840	2	85.1	0
ZJ_NB_contig_4248793	1	0.047	1	dsDNAphage	21996	3	41.7	0
ZJ_NB_contig_4251685	0.987	0.233	0.987	dsDNAphage	6015	0	7.7	0
ZJ_NB_contig_425970	0.607	0.053	0.607	dsDNAphage	5684	0	28.6	0
ZJ_NB_contig_4265991||full	0.713	0	0.713	dsDNAphage	13162	1	20	0
ZJ_NB_contig_4268948	1	0.52	1	dsDNAphage	5147	1	14.3	0
ZJ_NB_contig_4284125||full	1	0.947	1	dsDNAphage	5318	4	100	0
ZJ_NB_contig_4285204	0.993	0.627	0.993	dsDNAphage	5290	1	71.4	0
ZJ_NB_contig_428866||full	0.953	0.4	0.953	dsDNAphage	8399	1	50	0
ZJ_NB_contig_4296116||full	0.947	0.027	0.947	dsDNAphage	12680	1	7.1	0
ZJ_NB_contig_4296237	0.633	0.073	0.633	dsDNAphage	14323	0	25	0
ZJ_NB_contig_4313042	0.567	0	0.567	dsDNAphage	20925	1	22.2	11.1
ZJ_NB_contig_4315511	0.627	0.053	0.627	dsDNAphage	9374	0	35.7	7.1
ZJ_NB_contig_4317496	0.773	0.907	0.907	ssDNA	5725	0	100	0
ZJ_NB_contig_4320256	0.873	0.86	0.873	dsDNAphage	5058	0	66.7	0
ZJ_NB_contig_4339153||full	0.953	0.673	0.953	dsDNAphage	5157	1	66.7	0
ZJ_NB_contig_440904	0.847	0.34	0.847	dsDNAphage	10123	0	68.8	0
ZJ_NB_contig_445211	0.933	0.947	0.947	ssDNA	7585	0	84.6	0
ZJ_NB_contig_4504568||full	0.993	0.553	0.993	dsDNAphage	6932	5	87.5	0
ZJ_NB_contig_4543989||full	0.993	0.08	0.993	dsDNAphage	5573	1	57.1	14.3
ZJ_NB_contig_4556051||full	1	0.533	1	dsDNAphage	6135	1	37.5	0
ZJ_NB_contig_4556750||full_1	0.987	0.28	0.987	dsDNAphage	4600	1	28.6	0
ZJ_NB_contig_4576993	0.973	0.753	0.973	dsDNAphage	5580	0	55.6	0
ZJ_NB_contig_4577637||full	0.993	0.06	0.993	dsDNAphage	22182	6	42.9	3.6
ZJ_NB_contig_459381	0.96	0.013	0.96	dsDNAphage	5052	1	37.5	12.5
ZJ_NB_contig_4619038||full	0.747	0	0.747	dsDNAphage	7411	1	11.1	0
ZJ_NB_contig_4625286	0.953	0.7	0.953	dsDNAphage	6746	0	91.7	0
ZJ_NB_contig_4631718||full	1	1	1	dsDNAphage	8629	2	100	0
ZJ_NB_contig_4641742	0.98	0.92	0.98	dsDNAphage	5645	0	100	0
ZJ_NB_contig_4643703	0.9	0.653	0.9	dsDNAphage	5388	0	28.6	0
ZJ_NB_contig_4654932	1	0.807	1	dsDNAphage	8894	0	64.7	0
ZJ_NB_contig_4664846	0.947	0.593	0.947	dsDNAphage	5583	0	45.5	0
ZJ_NB_contig_4678940||full_1	0.993	1	1	ssDNA	1583	0	100	0
ZJ_NB_contig_4680806	0.807	0.287	0.807	dsDNAphage	5565	0	20	0
ZJ_NB_contig_4681766	0.987	0.267	0.987	dsDNAphage	16116	13	75	0
ZJ_NB_contig_4763236	0.973	0.593	0.973	dsDNAphage	14799	3	33.3	0
ZJ_NB_contig_477349	1	0.793	1	dsDNAphage	7976	3	100	0
ZJ_NB_contig_479420	0.993	0.22	0.993	dsDNAphage	5398	1	83.3	0
ZJ_NB_contig_4801225	0.94	0.38	0.94	dsDNAphage	6158	1	40	0
ZJ_NB_contig_4804111	0.993	0.447	0.993	dsDNAphage	7394	1	60	0
ZJ_NB_contig_4824470||full	0.76	0	0.76	dsDNAphage	15297	4	23.5	11.8
ZJ_NB_contig_4837633||full_1	1	0.38	1	dsDNAphage	3928	1	75	0
ZJ_NB_contig_4848909||full	0.873	0.06	0.873	dsDNAphage	20868	2	47.6	9.6
ZJ_NB_contig_4873942||full	1	0.733	1	dsDNAphage	7592	1	100	0
ZJ_NB_contig_488833	1	0.707	1	dsDNAphage	7233	3	100	0
ZJ_NB_contig_4894902||full	0.96	0	0.96	dsDNAphage	13793	1	47.1	11.8
ZJ_NB_contig_491998	0.84	0.813	0.84	dsDNAphage	6594	0	100	0
ZJ_NB_contig_4934988||full	0.6	0.173	0.6	dsDNAphage	6091	0	28.6	0
ZJ_NB_contig_4937015||full	0.993	0.693	0.993	dsDNAphage	5439	1	50	0
ZJ_NB_contig_494670||full	0.9	0.413	0.9	dsDNAphage	9934	0	20	0
ZJ_NB_contig_4949830||full	1	0.58	1	dsDNAphage	7292	1	94.1	0
ZJ_NB_contig_4952003||full	1	0.06	1	dsDNAphage	11716	3	55.6	0
ZJ_NB_contig_4960816||full	1	0.053	1	dsDNAphage	10139	1	26.1	4.3
ZJ_NB_contig_4967247	0.993	0.573	0.993	dsDNAphage	8066	1	15.4	0
ZJ_NB_contig_4974600||full	1	0.72	1	dsDNAphage	7308	2	78.6	0
